dbpedia_5, dbpedia_10, lmdb_5, lmdb_10
.31280868644439497, .4500358933953504, .29540432510695014, .37971689427609157
.311852277022149, .4489795353442586, .2943576283263337, .3783159705327408
.31506636400690496, .4524653426583815, .29432681372943875, .37936513677433403
.31445750167308756, .4520276026838359, .29823757257843286, .37916466635122426
.3113343917709247, .44904182630572387, .29098949727339163, .3758202161500094
.3137778906620978, .45135217706160263, .30100335672623346, .38281205194281676
.31644534181906736, .4531382756051508, .29601583674346177, .38246700538502615
.3161651949674412, .4533290017797325, .2961556750240895, .3789373635413751
.31180756986894387, .4491591839397567, .2939833364378964, .37666709743025495
.31118099288243817, .44875297201640957, .298779198035306, .38392889502107785
